Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,67,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,68,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,69,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,70,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,71,Qxf7,True,d5f7,14 cp,0.507
openai/gpt-4.1-mini,72,Qxf7,True,d5f7,17 cp,0.508
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Qxf7g,False,,,0.0
openai/gpt-4.1-mini,75,Qxf7,True,d5f7,3 cp,0.501
openai/gpt-4.1-mini,76,Qxf7,True,d5f7,5 cp,0.502
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,79,Qxd8,False,,,0.0
openai/gpt-4.1-mini,80,Qxf7,True,d5f7,23 cp,0.511
openai/gpt-4.1-mini,81,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,82,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,83,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,84,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,87,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,88,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,89,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,92,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,93,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,94,Qxf7,True,d5f7,28 cp,0.514
openai/gpt-4.1-mini,95,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,99,Qxb7,True,d5b7,475 cp,0.738
openai/gpt-4.1-mini,100,Qg8,True,d5g8,Mate in 1,1.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.775,
Standard Deviation,,,,,0.334,
Mean Absolute Error (from 0.5),,,,,0.38,
Illegal Moves (%),,,,,10.00%,
Mean Value (Legal Moves Only),,,,,0.861,
