Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,41,Qd8,False,,,0.0
openai/gpt-4.1-mini,42,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,43,Qh5,True,d5h5,-639 cp,0.18
openai/gpt-4.1-mini,44,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,45,Qg8xg7,False,,,0.0
openai/gpt-4.1-mini,46,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,47,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,48,Qxf7,True,d5f7,44 cp,0.522
openai/gpt-4.1-mini,49,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,50,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,51,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,52,Qxf7g7,False,,,0.0
openai/gpt-4.1-mini,53,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,54,Qd8,False,,,0.0
openai/gpt-4.1-mini,55,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,56,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,57,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,58,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,59,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,60,Qxd8,False,,,0.0
openai/gpt-4.1-mini,61,Nxg4,True,h6g4,46 cp,0.523
openai/gpt-4.1-mini,62,Qxf7,True,d5f7,41 cp,0.52
openai/gpt-4.1-mini,63,Qxf7,True,d5f7,50 cp,0.525
openai/gpt-4.1-mini,64,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,65,Qxf7,True,d5f7,52 cp,0.526
openai/gpt-4.1-mini,66,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,67,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,68,Qf7,True,d5f7,54 cp,0.527
openai/gpt-4.1-mini,69,Qxd8,False,,,0.0
openai/gpt-4.1-mini,70,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,71,Qxf7,True,d5f7,57 cp,0.528
openai/gpt-4.1-mini,72,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Qxd8,False,,,0.0
openai/gpt-4.1-mini,75,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,79,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,80,Qxf7,True,d5f7,49 cp,0.524
openai/gpt-4.1-mini,81,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,82,Qxf7,True,d5f7,46 cp,0.523
openai/gpt-4.1-mini,83,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,84,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,85,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,86,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,87,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,88,Qxf7,True,d5f7,44 cp,0.522
openai/gpt-4.1-mini,89,Qxf7,True,d5f7,50 cp,0.525
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qxf7,True,d5f7,49 cp,0.524
openai/gpt-4.1-mini,93,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,94,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,95,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,99,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,100,Qg8Rxg8,False,,,0.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.708,
Standard Deviation,,,,,0.355,
Mean Absolute Error (from 0.5),,,,,0.35,
Illegal Moves (%),,,,,13.00%,
Mean Value (Legal Moves Only),,,,,0.814,
