Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,66,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,67,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,68,Qxf7,True,d5f7,39 cp,0.519
openai/gpt-4.1-mini,69,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,70,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,71,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,72,Qxf7,True,d5f7,35 cp,0.517
openai/gpt-4.1-mini,73,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,74,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,75,Qxd8,False,,,0.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Nhf5,True,h6f5,-443 cp,0.278
openai/gpt-4.1-mini,79,Qxf7,True,d5f7,33 cp,0.516
openai/gpt-4.1-mini,80,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,81,Qxf7,True,d5f7,36 cp,0.518
openai/gpt-4.1-mini,82,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,83,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,84,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Qxd7,True,d5d7,-545 cp,0.227
openai/gpt-4.1-mini,87,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,88,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,89,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,93,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,94,Qxf7,True,d5f7,42 cp,0.521
openai/gpt-4.1-mini,95,Nxg4,True,h6g4,-18 cp,0.491
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,99,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,100,Qg8,True,d5g8,Mate in 1,1.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.791,
Standard Deviation,,,,,0.335,
Mean Absolute Error (from 0.5),,,,,0.401,
Illegal Moves (%),,,,,9.00%,
Mean Value (Legal Moves Only),,,,,0.869,
