Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,87,Qh5,True,d5h5,-653 cp,0.173
google/gemini-2.5-flash-lite,88,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,89,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-663 cp,0.168
google/gemini-2.5-flash-lite,91,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,93,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,94,Qd3,True,d5d3,30 cp,0.515
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-685 cp,0.157
google/gemini-2.5-flash-lite,96,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,99,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,100,Qd5,False,,,0.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.169,
Standard Deviation,,,,,0.145,
Mean Absolute Error (from 0.5),,,,,0.335,
Illegal Moves (%),,,,,23.00%,
Mean Value (Legal Moves Only),,,,,0.22,
