Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,67,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,68,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,69,Qxf7,True,d5f7,0 cp,0.5
openai/gpt-4.1-mini,70,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,71,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,72,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,73,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,74,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,75,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,78,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,79,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,80,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,81,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,82,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,83,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,84,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,85,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,86,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,87,SE,False,,,0.0
openai/gpt-4.1-mini,88,Qxf7,True,d5f7,13 cp,0.506
openai/gpt-4.1-mini,89,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,90,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,91,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,92,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,93,Qxf7,True,d5f7,28 cp,0.514
openai/gpt-4.1-mini,94,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,95,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,96,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Qxf7,True,d5f7,20 cp,0.51
openai/gpt-4.1-mini,99,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,100,Qg8,True,d5g8,Mate in 1,1.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.767,
Standard Deviation,,,,,0.366,
Mean Absolute Error (from 0.5),,,,,0.412,
Illegal Moves (%),,,,,14.00%,
Mean Value (Legal Moves Only),,,,,0.892,
