Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,48,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,49,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,50,Qd3,True,d5d3,40 cp,0.52
google/gemini-2.5-flash-lite,51,Qd3,True,d5d3,34 cp,0.517
google/gemini-2.5-flash-lite,52,Qh5,True,d5h5,-685 cp,0.157
google/gemini-2.5-flash-lite,53,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,54,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,55,Qd3,True,d5d3,46 cp,0.523
google/gemini-2.5-flash-lite,56,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,57,Qh5,True,d5h5,-662 cp,0.169
google/gemini-2.5-flash-lite,58,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,59,Qh5,True,d5h5,-655 cp,0.172
google/gemini-2.5-flash-lite,60,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,61,Qd3,True,d5d3,31 cp,0.515
google/gemini-2.5-flash-lite,62,Qd3,True,d5d3,41 cp,0.52
google/gemini-2.5-flash-lite,63,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,64,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,65,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,66,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,67,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,68,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,69,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,70,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,71,Qh5,True,d5h5,-682 cp,0.159
google/gemini-2.5-flash-lite,72,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,73,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,74,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,75,Qh5,True,d5h5,-684 cp,0.158
google/gemini-2.5-flash-lite,76,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,77,Qh5,True,d5h5,-682 cp,0.159
google/gemini-2.5-flash-lite,78,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,79,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,80,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,81,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,82,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,83,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,84,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,85,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,86,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,87,Qd7,True,d5d7,-582 cp,0.209
google/gemini-2.5-flash-lite,88,Qh5,True,d5h5,-683 cp,0.158
google/gemini-2.5-flash-lite,89,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,91,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,93,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,94,Qd3,True,d5d3,33 cp,0.516
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,96,Qh5,True,d5h5,-689 cp,0.156
google/gemini-2.5-flash-lite,97,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,99,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,100,Qd5,False,,,0.0
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.17,
Standard Deviation,,,,,0.152,
Mean Absolute Error (from 0.5),,,,,0.335,
Illegal Moves (%),,,,,25.00%,
Mean Value (Legal Moves Only),,,,,0.227,
