Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,36,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,37,Qh5,True,d5h5,-683 cp,0.158
google/gemini-2.5-flash-lite,38,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,39,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,40,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,41,Qf5,True,d5f5,370 cp,0.685
google/gemini-2.5-flash-lite,42,Qd3,True,d5d3,44 cp,0.522
google/gemini-2.5-flash-lite,43,Qd3,True,d5d3,54 cp,0.527
google/gemini-2.5-flash-lite,44,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,45,Qh5,True,d5h5,-664 cp,0.168
google/gemini-2.5-flash-lite,46,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,47,Qd3,True,d5d3,45 cp,0.522
google/gemini-2.5-flash-lite,48,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,49,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,50,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,51,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,52,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,53,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,54,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,55,Qg5,True,d5g5,403 cp,0.702
google/gemini-2.5-flash-lite,56,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,57,Qh5,True,d5h5,-641 cp,0.179
google/gemini-2.5-flash-lite,58,Qh5,True,d5h5,-667 cp,0.166
google/gemini-2.5-flash-lite,59,Reh1,False,,,0.0
google/gemini-2.5-flash-lite,60,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,61,Qd3,True,d5d3,46 cp,0.523
google/gemini-2.5-flash-lite,62,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,63,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,64,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,65,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,66,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,67,Qh5,True,d5h5,-670 cp,0.165
google/gemini-2.5-flash-lite,68,Qd3,True,d5d3,39 cp,0.519
google/gemini-2.5-flash-lite,69,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,70,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,71,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,72,Qd3,True,d5d3,50 cp,0.525
google/gemini-2.5-flash-lite,73,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,74,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,75,Qd3,True,d5d3,40 cp,0.52
google/gemini-2.5-flash-lite,76,Qd3,True,d5d3,43 cp,0.521
google/gemini-2.5-flash-lite,77,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,78,Qe4,False,,,0.0
google/gemini-2.5-flash-lite,79,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,80,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,81,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,82,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,83,Qd3,True,d5d3,37 cp,0.518
google/gemini-2.5-flash-lite,84,Qf7,True,d5f7,5 cp,0.502
google/gemini-2.5-flash-lite,85,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,86,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,87,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,88,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,89,Qh5,True,d5h5,-687 cp,0.156
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-685 cp,0.157
google/gemini-2.5-flash-lite,91,Qd3,True,d5d3,46 cp,0.523
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,93,Qd3,True,d5d3,52 cp,0.526
google/gemini-2.5-flash-lite,94,Qh5,True,d5h5,-686 cp,0.157
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-685 cp,0.157
google/gemini-2.5-flash-lite,96,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-685 cp,0.157
google/gemini-2.5-flash-lite,99,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,100,Qh5,True,d5h5,-677 cp,0.161
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.202,
Standard Deviation,,,,,0.197,
Mean Absolute Error (from 0.5),,,,,0.315,
Illegal Moves (%),,,,,29.00%,
Mean Value (Legal Moves Only),,,,,0.285,
