Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,73,Qxh7,True,h6h7,-554 cp,0.223
openai/gpt-4.1-mini,74,Qxh7,True,h6h7,-558 cp,0.221
openai/gpt-4.1-mini,75,Qxh7,True,h6h7,-547 cp,0.226
openai/gpt-4.1-mini,76,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,77,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,78,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,79,Qxh7,True,h6h7,-561 cp,0.219
openai/gpt-4.1-mini,80,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,81,Qxh7,True,h6h7,-559 cp,0.22
openai/gpt-4.1-mini,82,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,83,Qxh7,True,h6h7,-545 cp,0.227
openai/gpt-4.1-mini,84,Qxh7,True,h6h7,-546 cp,0.227
openai/gpt-4.1-mini,85,Qxh7,True,h6h7,-545 cp,0.227
openai/gpt-4.1-mini,86,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,87,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,88,Qxh7,True,h6h7,-566 cp,0.217
openai/gpt-4.1-mini,89,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,90,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,91,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,92,Qxh7,True,h6h7,-560 cp,0.22
openai/gpt-4.1-mini,93,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,94,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,95,Qxh7,True,h6h7,-563 cp,0.219
openai/gpt-4.1-mini,96,Qxh7,True,h6h7,-554 cp,0.223
openai/gpt-4.1-mini,97,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,98,Qxh7,True,h6h7,-537 cp,0.231
openai/gpt-4.1-mini,99,Qxh7,True,h6h7,-543 cp,0.228
openai/gpt-4.1-mini,100,Qxh7,True,h6h7,-556 cp,0.222
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.229,
Standard Deviation,,,,,0.009,
Mean Absolute Error (from 0.5),,,,,0.271,
Illegal Moves (%),,,,,0.00%,
Mean Value (Legal Moves Only),,,,,0.229,
