Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,70,Qxd8,False,,,0.0
openai/gpt-4.1-mini,71,Qxd8,False,,,0.0
openai/gpt-4.1-mini,72,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,73,Qf7g7,False,,,0.0
openai/gpt-4.1-mini,74,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,75,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,76,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,77,Qxd8,False,,,0.0
openai/gpt-4.1-mini,78,Qxd8,False,,,0.0
openai/gpt-4.1-mini,79,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,80,Qxf7,True,d5f7,53 cp,0.526
openai/gpt-4.1-mini,81,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,82,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,83,Qxd8,False,,,0.0
openai/gpt-4.1-mini,84,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,85,Qf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,86,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,87,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,88,Qxf7,True,d5f7,52 cp,0.526
openai/gpt-4.1-mini,89,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,90,Qxd8,False,,,0.0
openai/gpt-4.1-mini,91,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,92,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,93,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,94,Qxf7,True,d5f7,48 cp,0.524
openai/gpt-4.1-mini,95,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,96,Qxd8,False,,,0.0
openai/gpt-4.1-mini,97,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,98,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,99,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,100,Nhf7,True,h6f7,Mate in 3,0.98
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.723,
Standard Deviation,,,,,0.394,
Mean Absolute Error (from 0.5),,,,,0.418,
Illegal Moves (%),,,,,19.00%,
Mean Value (Legal Moves Only),,,,,0.893,
